,WSUDAN,NSUDAN,KRT,ESUDAN,CSUDAN,,
2030-03-21 10:00:00,0.1446,0.082181818,0.090090909,0.056846154,0.027472222,,
2030-03-21 11:00:00,0.1065,0.121681818,0.124454545,0.114076923,0.041583333,,
2030-03-21 12:00:00,0.1002,0.172727273,0.187818182,0.180923077,0.078333333,,
2030-03-21 13:00:00,0.115,0.229545455,0.264545455,0.242230769,0.126472222,,
2030-03-21 14:00:00,0.1447,0.286681818,0.348272727,0.289307692,0.179527778,,
2030-03-21 15:00:00,0.2384,0.377772727,0.480454545,0.335307692,0.282861111,,
2030-03-21 16:00:00,0.4319,0.528454545,0.642181818,0.419769231,0.424138889,,
2030-03-21 17:00:00,0.5911,0.642363636,0.709363636,0.498846154,0.5145,,
2030-03-21 18:00:00,0.6956,0.712636364,0.736909091,0.539307692,0.576694444,,
2030-03-21 19:00:00,0.7411,0.737363636,0.741545455,0.544230769,0.623055556,,
2030-03-21 20:00:00,0.7309,0.726363636,0.727818182,0.539923077,0.658527778,,
2030-03-21 21:00:00,0.6943,0.702363636,0.699181818,0.541846154,0.68525,,
2030-03-21 22:00:00,0.6767,0.673954545,0.655636364,0.550538462,0.696944444,,
2030-03-21 23:00:00,0.6921,0.648772727,0.628272727,0.550076923,0.69675,,
2030-03-22 00:00:00,0.7057,0.623181818,0.629363636,0.536076923,0.692138889,,
2030-03-22 01:00:00,0.6955,0.591272727,0.639363636,0.517538462,0.67875,,
2030-03-22 02:00:00,0.671,0.561318182,0.650454545,0.495692308,0.644083333,,
2030-03-22 03:00:00,0.6307,0.545409091,0.657181818,0.473,0.606666667,,
2030-03-22 04:00:00,0.5353,0.440136364,0.559636364,0.383076923,0.453277778,,
2030-03-22 05:00:00,0.2974,0.302272727,0.399181818,0.371076923,0.382138889,,
2030-03-22 06:00:00,0.593,0.450181818,0.659636364,0.388692308,0.745527778,,
2030-03-22 07:00:00,0.7714,0.377090909,0.618181818,0.303230769,0.678166667,,
2030-03-22 08:00:00,0.5902,0.258636364,0.463818182,0.190307692,0.468388889,,
2030-03-22 09:00:00,0.397,0.209727273,0.362727273,0.131076923,0.278083333,,
2030-03-22 10:00:00,0.2601,0.209590909,0.301636364,0.127153846,0.172388889,,
2030-03-22 11:00:00,0.1884,0.231318182,0.285545455,0.144615385,0.142055556,,
2030-03-22 12:00:00,0.1657,0.260363636,0.299454545,0.174230769,0.160194444,,
2030-03-22 13:00:00,0.1754,0.291045455,0.332818182,0.243461538,0.207555556,,
2030-03-22 14:00:00,0.2054,0.320454545,0.380090909,0.341153846,0.270805556,,
2030-03-22 15:00:00,0.288,0.373727273,0.481090909,0.44,0.383111111,,
2030-03-22 16:00:00,0.4491,0.448772727,0.638,0.526769231,0.542777778,,
2030-03-22 17:00:00,0.587,0.478636364,0.715818182,0.576384615,0.638972222,,
2030-03-22 18:00:00,0.6892,0.478227273,0.740363636,0.618153846,0.698027778,,
2030-03-22 19:00:00,0.7504,0.4665,0.716636364,0.633153846,0.735722222,,
2030-03-22 20:00:00,0.7728,0.454272727,0.676636364,0.615153846,0.750638889,,
2030-03-22 21:00:00,0.7678,0.4485,0.639818182,0.570153846,0.74125,,
2030-03-22 22:00:00,0.7501,0.452727273,0.620272727,0.519846154,0.717222222,,
2030-03-22 23:00:00,0.7255,0.469272727,0.618181818,0.484307692,0.683,,
2030-03-23 00:00:00,0.6968,0.496727273,0.615636364,0.453692308,0.649888889,,
2030-03-23 01:00:00,0.6553,0.520227273,0.610363636,0.424,0.609805556,,
2030-03-23 02:00:00,0.6119,0.528863636,0.604454545,0.392384615,0.5695,,
2030-03-23 03:00:00,0.5702,0.524909091,0.600090909,0.363307692,0.539222222,,
2030-03-23 04:00:00,0.4693,0.432272727,0.491090909,0.268769231,0.406583333,,
2030-03-23 05:00:00,0.2244,0.283863636,0.244909091,0.223923077,0.395861111,,
2030-03-23 06:00:00,0.5088,0.316227273,0.353090909,0.201076923,0.577972222,,
2030-03-23 07:00:00,0.6076,0.340636364,0.427545455,0.160307692,0.473611111,,
2030-03-23 08:00:00,0.4265,0.320727273,0.431272727,0.136307692,0.348472222,,
2030-03-23 09:00:00,0.2797,0.345818182,0.439454545,0.12,0.281305556,,
2030-03-23 10:00:00,0.189,0.357727273,0.383636364,0.112307692,0.233972222,,
2030-03-23 11:00:00,0.1491,0.372227273,0.333909091,0.125230769,0.198722222,,
2030-03-23 12:00:00,0.147,0.397,0.317181818,0.146769231,0.182638889,,
2030-03-23 13:00:00,0.1754,0.417045455,0.323090909,0.168,0.188972222,,
2030-03-23 14:00:00,0.2273,0.426863636,0.336,0.172769231,0.213416667,,
2030-03-23 15:00:00,0.3232,0.447090909,0.394090909,0.219692308,0.277638889,,
2030-03-23 16:00:00,0.4903,0.477045455,0.528454545,0.277923077,0.389666667,,
2030-03-23 17:00:00,0.6084,0.496045455,0.634090909,0.301153846,0.480555556,,
2030-03-23 18:00:00,0.6788,0.504454545,0.691545455,0.314538462,0.553527778,,
2030-03-23 19:00:00,0.7187,0.495181818,0.691,0.336769231,0.606555556,,
2030-03-23 20:00:00,0.7322,0.474318182,0.661,0.366384615,0.636111111,,
2030-03-23 21:00:00,0.7121,0.450863636,0.617090909,0.386153846,0.647333333,,
2030-03-23 22:00:00,0.6765,0.438590909,0.576272727,0.397153846,0.644972222,,
2030-03-23 23:00:00,0.652,0.435136364,0.549636364,0.396230769,0.635,,
2030-03-24 00:00:00,0.63,0.432181818,0.537545455,0.394769231,0.614888889,,
2030-03-24 01:00:00,0.6108,0.421818182,0.538909091,0.393923077,0.581472222,,
2030-03-24 02:00:00,0.5936,0.407272727,0.551545455,0.400923077,0.549527778,,
2030-03-24 03:00:00,0.5767,0.403409091,0.565363636,0.393307692,0.521888889,,
2030-03-24 04:00:00,0.5136,0.347545455,0.471818182,0.309615385,0.380611111,,
2030-03-24 05:00:00,0.2668,0.269090909,0.194545455,0.276461538,0.206361111,,
2030-03-24 06:00:00,0.3349,0.265590909,0.271818182,0.334230769,0.441138889,,
2030-03-24 07:00:00,0.5308,0.369681818,0.518090909,0.303692308,0.427361111,,
2030-03-24 08:00:00,0.3609,0.360363636,0.495272727,0.252,0.321138889,,
2030-03-24 09:00:00,0.2645,0.303772727,0.428454545,0.213692308,0.264055556,,
2030-03-24 10:00:00,0.2223,0.242636364,0.350818182,0.205153846,0.239972222,,
2030-03-24 11:00:00,0.2198,0.212954545,0.273454545,0.219076923,0.246083333,,
2030-03-24 12:00:00,0.2471,0.207,0.216636364,0.239692308,0.276833333,,
2030-03-24 13:00:00,0.2914,0.206045455,0.196181818,0.256615385,0.317055556,,
2030-03-24 14:00:00,0.3364,0.209,0.200727273,0.262538462,0.349861111,,
2030-03-24 15:00:00,0.3767,0.205727273,0.230454545,0.301923077,0.379861111,,
2030-03-24 16:00:00,0.4678,0.186772727,0.263454545,0.368230769,0.45825,,
2030-03-24 17:00:00,0.5224,0.182181818,0.272727273,0.417076923,0.515111111,,
2030-03-24 18:00:00,0.5507,0.189136364,0.274909091,0.467538462,0.554861111,,
2030-03-24 19:00:00,0.5622,0.190272727,0.271272727,0.494,0.576416667,,
2030-03-24 20:00:00,0.5648,0.180136364,0.259818182,0.496230769,0.583027778,,
2030-03-24 21:00:00,0.5715,0.174227273,0.255090909,0.493,0.585611111,,
2030-03-24 22:00:00,0.5846,0.188090909,0.269454545,0.499153846,0.588916667,,
2030-03-24 23:00:00,0.5986,0.212545455,0.305636364,0.493384615,0.596611111,,
2030-03-25 00:00:00,0.6067,0.243818182,0.363545455,0.483615385,0.600444444,,
2030-03-25 01:00:00,0.6087,0.280181818,0.427272727,0.471769231,0.593027778,,
2030-03-25 02:00:00,0.6046,0.322,0.473727273,0.453384615,0.570361111,,
2030-03-25 03:00:00,0.593,0.354227273,0.488545455,0.435153846,0.541777778,,
2030-03-25 04:00:00,0.5397,0.332272727,0.428363636,0.375307692,0.41225,,
2030-03-25 05:00:00,0.2985,0.196181818,0.179818182,0.324,0.197333333,,
2030-03-25 06:00:00,0.2311,0.193363636,0.131181818,0.409615385,0.395833333,,
2030-03-25 07:00:00,0.3566,0.177909091,0.213636364,0.36,0.443638889,,
2030-03-25 08:00:00,0.2585,0.099954545,0.096454545,0.286384615,0.334944444,,
2030-03-25 09:00:00,0.1991,0.068,0.028545455,0.225846154,0.2555,,
2030-03-25 10:00:00,0.1637,0.067090909,0.007181818,0.207692308,0.20825,,
2030-03-25 11:00:00,0.1473,0.072863636,0.006818182,0.225769231,0.18425,,
2030-03-25 12:00:00,0.1449,0.091181818,0.022181818,0.256076923,0.182916667,,
2030-03-25 13:00:00,0.1564,0.1225,0.057545455,0.296,0.204472222,,
2030-03-25 14:00:00,0.1826,0.152909091,0.103363636,0.345538462,0.237388889,,
2030-03-25 15:00:00,0.2433,0.183363636,0.174818182,0.402923077,0.288388889,,
2030-03-25 16:00:00,0.3512,0.223954545,0.252272727,0.487230769,0.375055556,,
2030-03-25 17:00:00,0.4371,0.254090909,0.290636364,0.518846154,0.445416667,,
2030-03-25 18:00:00,0.4979,0.284909091,0.304545455,0.529538462,0.498416667,,
2030-03-25 19:00:00,0.5342,0.309681818,0.304636364,0.523615385,0.537,,
2030-03-25 20:00:00,0.5457,0.330909091,0.302,0.513846154,0.566944444,,
2030-03-25 21:00:00,0.5385,0.353090909,0.301090909,0.517230769,0.590166667,,
2030-03-25 22:00:00,0.5263,0.374136364,0.308727273,0.531384615,0.608694444,,
2030-03-25 23:00:00,0.5194,0.390954545,0.325363636,0.544615385,0.619805556,,
2030-03-26 00:00:00,0.5128,0.390181818,0.344090909,0.550769231,0.617444444,,
2030-03-26 01:00:00,0.4983,0.370727273,0.361818182,0.523307692,0.602222222,,
2030-03-26 02:00:00,0.4728,0.343,0.366636364,0.489846154,0.579833333,,
2030-03-26 03:00:00,0.444,0.314954545,0.354272727,0.466923077,0.548611111,,
2030-03-26 04:00:00,0.4007,0.254954545,0.295727273,0.392692308,0.433888889,,
2030-03-26 05:00:00,0.2182,0.1035,0.115727273,0.305538462,0.241861111,,
2030-03-26 06:00:00,0.1365,0.091227273,0.081454545,0.302538462,0.293444444,,
2030-03-26 07:00:00,0.192,0.136954545,0.127,0.233307692,0.302388889,,
2030-03-26 08:00:00,0.131,0.097681818,0.055909091,0.168307692,0.204277778,,
2030-03-26 09:00:00,0.092,0.078636364,0.023909091,0.125384615,0.130055556,,
2030-03-26 10:00:00,0.0711,0.0705,0.011090909,0.112923077,0.083777778,,
2030-03-26 11:00:00,0.0629,0.069227273,0.006545455,0.119615385,0.059444444,,
2030-03-26 12:00:00,0.0649,0.075,0.006272727,0.136153846,0.051833333,,
2030-03-26 13:00:00,0.0758,0.085954545,0.009818182,0.168076923,0.054333333,,
2030-03-26 14:00:00,0.0959,0.098681818,0.019,0.228692308,0.062416667,,
2030-03-26 15:00:00,0.1426,0.114045455,0.050272727,0.295923077,0.081333333,,
2030-03-26 16:00:00,0.2266,0.151272727,0.113636364,0.347923077,0.102777778,,
2030-03-26 17:00:00,0.3021,0.181363636,0.186272727,0.353615385,0.110833333,,
2030-03-26 18:00:00,0.36,0.194318182,0.239181818,0.361538462,0.121277778,,
2030-03-26 19:00:00,0.3945,0.191181818,0.261,0.397076923,0.142027778,,
2030-03-26 20:00:00,0.403,0.186545455,0.263636364,0.441769231,0.169888889,,
2030-03-26 21:00:00,0.3903,0.188863636,0.262272727,0.457384615,0.198972222,,
2030-03-26 22:00:00,0.3674,0.207090909,0.267181818,0.460923077,0.227888889,,
2030-03-26 23:00:00,0.3433,0.241772727,0.276545455,0.463307692,0.255083333,,
2030-03-27 00:00:00,0.3163,0.285636364,0.289,0.443923077,0.279777778,,
2030-03-27 01:00:00,0.2906,0.333181818,0.309636364,0.414615385,0.305305556,,
2030-03-27 02:00:00,0.266,0.379136364,0.347909091,0.390384615,0.329583333,,
2030-03-27 03:00:00,0.2384,0.422227273,0.394454545,0.370923077,0.340277778,,
2030-03-27 04:00:00,0.2047,0.403227273,0.383,0.295538462,0.277805556,,
2030-03-27 05:00:00,0.1023,0.221318182,0.192818182,0.211538462,0.148027778,,
2030-03-27 06:00:00,0.0572,0.188363636,0.148272727,0.202769231,0.201388889,,
2030-03-27 07:00:00,0.1356,0.221045455,0.119909091,0.166923077,0.273388889,,
2030-03-27 08:00:00,0.1338,0.132863636,0.062363636,0.113692308,0.186555556,,
2030-03-27 09:00:00,0.1126,0.093636364,0.037545455,0.084615385,0.106,,
2030-03-27 10:00:00,0.09,0.077727273,0.018727273,0.089307692,0.05375,,
2030-03-27 11:00:00,0.0707,0.076,0.005818182,0.109846154,0.024888889,,
2030-03-27 12:00:00,0.0593,0.082818182,0.001,0.135769231,0.014055556,,
2030-03-27 13:00:00,0.0568,0.093681818,0.000181818,0.183153846,0.012472222,,
2030-03-27 14:00:00,0.0645,0.11,0,0.228846154,0.015444444,,
2030-03-27 15:00:00,0.1031,0.162636364,9.09E-05,0.277307692,0.032194444,,
2030-03-27 16:00:00,0.1806,0.254045455,0.005454545,0.289153846,0.054916667,,
2030-03-27 17:00:00,0.2499,0.3305,0.030181818,0.273923077,0.062944444,,
2030-03-27 18:00:00,0.2972,0.393227273,0.070818182,0.262384615,0.067472222,,
2030-03-27 19:00:00,0.3218,0.448272727,0.109727273,0.263230769,0.076444444,,
2030-03-27 20:00:00,0.3274,0.499090909,0.147272727,0.284538462,0.094777778,,
2030-03-27 21:00:00,0.3194,0.570636364,0.223454545,0.308846154,0.126805556,,
2030-03-27 22:00:00,0.3051,0.653227273,0.356727273,0.344461538,0.166666667,,
2030-03-27 23:00:00,0.2873,0.691681818,0.523272727,0.403692308,0.206166667,,
2030-03-28 00:00:00,0.2675,0.690045455,0.670727273,0.445461538,0.236638889,,
2030-03-28 01:00:00,0.25,0.670318182,0.771363636,0.452769231,0.251555556,,
2030-03-28 02:00:00,0.2361,0.640863636,0.811272727,0.448615385,0.260944444,,
2030-03-28 03:00:00,0.2301,0.608909091,0.774363636,0.440230769,0.280972222,,
2030-03-28 04:00:00,0.229,0.5115,0.617272727,0.346307692,0.278611111,,
2030-03-28 05:00:00,0.1398,0.616363636,0.715727273,0.312615385,0.263805556,,
2030-03-28 06:00:00,0.1194,0.642863636,0.804454545,0.302153846,0.330055556,,
2030-03-28 07:00:00,0.2461,0.536,0.693909091,0.235538462,0.343027778,,
2030-03-28 08:00:00,0.2396,0.390545455,0.533363636,0.17,0.266972222,,
2030-03-28 09:00:00,0.1996,0.283181818,0.361181818,0.110307692,0.174166667,,
2030-03-28 10:00:00,0.1641,0.236909091,0.242727273,0.122692308,0.115944444,,
2030-03-28 11:00:00,0.1488,0.248227273,0.195,0.163384615,0.102833333,,
2030-03-28 12:00:00,0.1603,0.297227273,0.203909091,0.250230769,0.122305556,,
2030-03-28 13:00:00,0.2,0.365136364,0.260727273,0.344,0.169916667,,
2030-03-28 14:00:00,0.2738,0.438272727,0.367,0.401307692,0.243972222,,
2030-03-28 15:00:00,0.4148,0.523954545,0.565545455,0.424230769,0.376611111,,
2030-03-28 16:00:00,0.6254,0.636863636,0.785909091,0.439,0.553666667,,
2030-03-28 17:00:00,0.7401,0.676136364,0.861727273,0.437384615,0.657805556,,
2030-03-28 18:00:00,0.8009,0.683954545,0.876272727,0.450230769,0.717972222,,
2030-03-28 19:00:00,0.8286,0.670454545,0.857818182,0.466846154,0.764861111,,
2030-03-28 20:00:00,0.8375,0.642909091,0.815545455,0.469923077,0.800611111,,
2030-03-28 21:00:00,0.8359,0.618909091,0.771545455,0.457846154,0.817444444,,
2030-03-28 22:00:00,0.8297,0.595727273,0.749272727,0.435230769,0.812361111,,
2030-03-28 23:00:00,0.8303,0.571818182,0.745363636,0.418,0.785277778,,
2030-03-29 00:00:00,0.8199,0.545545455,0.731,0.398923077,0.741944444,,
2030-03-29 01:00:00,0.7767,0.536,0.691636364,0.376076923,0.691777778,,
2030-03-29 02:00:00,0.7237,0.540681818,0.680818182,0.348384615,0.638694444,,
2030-03-29 03:00:00,0.6781,0.541545455,0.669272727,0.317153846,0.599555556,,
2030-03-29 04:00:00,0.6098,0.493136364,0.585181818,0.258692308,0.508472222,,
2030-03-29 05:00:00,0.7734,0.689045455,0.811,0.345846154,0.781333333,,
2030-03-29 06:00:00,0.8689,0.753045455,0.837545455,0.361384615,0.850277778,,
2030-03-29 07:00:00,0.8204,0.633727273,0.721454545,0.286384615,0.768722222,,
2030-03-29 08:00:00,0.7256,0.538681818,0.567818182,0.200846154,0.637027778,,
2030-03-29 09:00:00,0.5834,0.494954545,0.435545455,0.163692308,0.502722222,,
2030-03-29 10:00:00,0.4526,0.491227273,0.373181818,0.165307692,0.408166667,,
2030-03-29 11:00:00,0.3784,0.509090909,0.381545455,0.189307692,0.369888889,,
2030-03-29 12:00:00,0.3551,0.528909091,0.432636364,0.219615385,0.380027778,,
2030-03-29 13:00:00,0.3655,0.548227273,0.502727273,0.292692308,0.429388889,,
2030-03-29 14:00:00,0.3979,0.570136364,0.583909091,0.373461538,0.505583333,,
2030-03-29 15:00:00,0.4653,0.600863636,0.679272727,0.442384615,0.603333333,,
2030-03-29 16:00:00,0.6333,0.684409091,0.808636364,0.484769231,0.745583333,,
2030-03-29 17:00:00,0.7473,0.722954545,0.841,0.491461538,0.810583333,,
2030-03-29 18:00:00,0.8024,0.732136364,0.839909091,0.498538462,0.843638889,,
2030-03-29 19:00:00,0.8286,0.727772727,0.821818182,0.506076923,0.862388889,,
2030-03-29 20:00:00,0.844,0.724454545,0.787454545,0.503461538,0.866805556,,
2030-03-29 21:00:00,0.849,0.717272727,0.714545455,0.484461538,0.851972222,,
2030-03-29 22:00:00,0.8308,0.695090909,0.680909091,0.444384615,0.817722222,,
2030-03-29 23:00:00,0.7835,0.6685,0.652181818,0.414769231,0.775055556,,
2030-03-30 00:00:00,0.7348,0.629681818,0.622454545,0.398307692,0.715472222,,
2030-03-30 01:00:00,0.6886,0.583136364,0.588545455,0.378,0.655916667,,
2030-03-30 02:00:00,0.6584,0.5375,0.552909091,0.348923077,0.618194444,,
2030-03-30 03:00:00,0.63,0.491772727,0.523545455,0.314384615,0.580722222,,
2030-03-30 04:00:00,0.5333,0.352318182,0.386909091,0.293076923,0.459944444,,
2030-03-30 05:00:00,0.4955,0.358545455,0.322454545,0.343769231,0.567833333,,
2030-03-30 06:00:00,0.7578,0.496545455,0.525272727,0.363692308,0.623055556,,
2030-03-30 07:00:00,0.6736,0.345181818,0.323454545,0.297769231,0.436277778,,
2030-03-30 08:00:00,0.454,0.223909091,0.159090909,0.189538462,0.239083333,,
2030-03-30 09:00:00,0.2537,0.170590909,0.092090909,0.115923077,0.129277778,,
2030-03-30 10:00:00,0.1443,0.160545455,0.079636364,0.096538462,0.090222222,,
2030-03-30 11:00:00,0.1104,0.170181818,0.099090909,0.099769231,0.09575,,
2030-03-30 12:00:00,0.1175,0.197954545,0.139,0.117230769,0.123416667,,
2030-03-30 13:00:00,0.1466,0.236818182,0.193181818,0.154076923,0.162722222,,
2030-03-30 14:00:00,0.1886,0.284318182,0.252454545,0.228692308,0.211888889,,
2030-03-30 15:00:00,0.27,0.359727273,0.352545455,0.318615385,0.305666667,,
2030-03-30 16:00:00,0.4204,0.448636364,0.494545455,0.399076923,0.455583333,,
2030-03-30 17:00:00,0.5252,0.496409091,0.583,0.435769231,0.557944444,,
2030-03-30 18:00:00,0.5847,0.503136364,0.635909091,0.477153846,0.614972222,,
2030-03-30 19:00:00,0.6176,0.481318182,0.660545455,0.519384615,0.6425,,
2030-03-30 20:00:00,0.6314,0.438227273,0.661909091,0.531769231,0.652472222,,
2030-03-30 21:00:00,0.6316,0.397272727,0.647545455,0.521,0.652861111,,
2030-03-30 22:00:00,0.6296,0.376590909,0.617090909,0.516769231,0.631861111,,
2030-03-30 23:00:00,0.6278,0.374318182,0.585545455,0.513461538,0.599944444,,
2030-03-31 00:00:00,0.6204,0.387909091,0.553727273,0.503769231,0.556638889,,
2030-03-31 01:00:00,0.6071,0.401863636,0.524636364,0.483307692,0.515055556,,
2030-03-31 02:00:00,0.581,0.399,0.503272727,0.458846154,0.476916667,,
2030-03-31 03:00:00,0.5477,0.375727273,0.488909091,0.425769231,0.4335,,
2030-03-31 04:00:00,0.4551,0.279863636,0.390090909,0.335153846,0.287055556,,
2030-03-31 05:00:00,0.2213,0.123909091,0.170181818,0.307615385,0.22875,,
2030-03-31 06:00:00,0.3826,0.174181818,0.268272727,0.290692308,0.451388889,,
2030-03-31 07:00:00,0.4236,0.161545455,0.254,0.197384615,0.312166667,,
2030-03-31 08:00:00,0.2377,0.116818182,0.168363636,0.138461538,0.178861111,,
2030-03-31 09:00:00,0.1587,0.093727273,0.115272727,0.110153846,0.117444444,,
2030-03-31 10:00:00,0.1324,0.088727273,0.086909091,0.115461538,0.103666667,,
2030-03-31 11:00:00,0.1295,0.104227273,0.088727273,0.135538462,0.116833333,,
2030-03-31 12:00:00,0.1356,0.132272727,0.112363636,0.160153846,0.1405,,
2030-03-31 13:00:00,0.1445,0.159227273,0.141818182,0.181153846,0.166861111,,
2030-03-31 14:00:00,0.1583,0.194181818,0.174090909,0.230538462,0.198305556,,
2030-03-31 15:00:00,0.2275,0.306681818,0.273,0.331846154,0.28475,,
2030-03-31 16:00:00,0.4047,0.488545455,0.456727273,0.438076923,0.43425,,
2030-03-31 17:00:00,0.5616,0.597090909,0.628818182,0.500230769,0.546333333,,
2030-03-31 18:00:00,0.6571,0.633590909,0.751818182,0.545923077,0.616555556,,
2030-03-31 19:00:00,0.7029,0.622863636,0.808272727,0.557615385,0.658694444,,
2030-03-31 20:00:00,0.7197,0.592818182,0.810181818,0.537076923,0.682666667,,
2030-03-31 21:00:00,0.7253,0.564909091,0.783363636,0.506923077,0.692111111,,
2030-03-31 22:00:00,0.7313,0.549136364,0.753181818,0.474,0.692277778,,
2030-03-31 23:00:00,0.7421,0.541681818,0.726181818,0.455153846,0.685055556,,
2030-04-01 00:00:00,0.7519,0.535727273,0.715636364,0.448230769,0.670944444,,
2030-04-01 01:00:00,0.7527,0.524590909,0.710727273,0.435230769,0.646527778,,
2030-04-01 02:00:00,0.7443,0.509545455,0.701272727,0.414153846,0.605444444,,
2030-04-01 03:00:00,0.7272,0.493681818,0.679454545,0.389923077,0.561583333,,
2030-04-01 04:00:00,0.6517,0.398681818,0.537909091,0.315153846,0.428972222,,
2030-04-01 05:00:00,0.4587,0.250318182,0.239363636,0.253615385,0.285416667,,
2030-04-01 06:00:00,0.5096,0.441954545,0.459818182,0.264230769,0.447694444,,
2030-04-01 07:00:00,0.7015,0.574636364,0.726727273,0.209615385,0.479305556,,
2030-04-01 08:00:00,0.6126,0.493136364,0.623181818,0.128538462,0.354805556,,
2030-04-01 09:00:00,0.4834,0.375045455,0.498363636,0.082076923,0.240166667,,
2030-04-01 10:00:00,0.3642,0.271636364,0.380363636,0.081692308,0.166944444,,
2030-04-01 11:00:00,0.2842,0.212772727,0.296272727,0.119461538,0.134333333,,
2030-04-01 12:00:00,0.2409,0.203909091,0.250272727,0.172153846,0.129777778,,
2030-04-01 13:00:00,0.226,0.241409091,0.236818182,0.221538462,0.143166667,,
2030-04-01 14:00:00,0.2309,0.314363636,0.265181818,0.274461538,0.167972222,,
2030-04-01 15:00:00,0.2636,0.443227273,0.388090909,0.350461538,0.228472222,,
2030-04-01 16:00:00,0.3456,0.602454545,0.591272727,0.451384615,0.335944444,,
2030-04-01 17:00:00,0.4091,0.675818182,0.728636364,0.521615385,0.428166667,,
2030-04-01 18:00:00,0.4588,0.7015,0.806090909,0.558692308,0.504472222,,
2030-04-01 19:00:00,0.5011,0.701045455,0.838909091,0.567615385,0.5635,,
2030-04-01 20:00:00,0.5314,0.679318182,0.841818182,0.564846154,0.606083333,,
2030-04-01 21:00:00,0.5397,0.645909091,0.820545455,0.544384615,0.624305556,,
2030-04-01 22:00:00,0.5298,0.613636364,0.791,0.500923077,0.618222222,,
2030-04-01 23:00:00,0.5123,0.584818182,0.769545455,0.449846154,0.598888889,,
2030-04-02 00:00:00,0.5006,0.555045455,0.755636364,0.422307692,0.569916667,,
2030-04-02 01:00:00,0.4962,0.538136364,0.715818182,0.408461538,0.531083333,,
2030-04-02 02:00:00,0.4972,0.525909091,0.659363636,0.396769231,0.482638889,,
2030-04-02 03:00:00,0.4981,0.513136364,0.607363636,0.382384615,0.432194444,,
2030-04-02 04:00:00,0.4333,0.401,0.457727273,0.310923077,0.314833333,,
2030-04-02 05:00:00,0.2444,0.227136364,0.268545455,0.313384615,0.220305556,,
2030-04-02 06:00:00,0.2792,0.269954545,0.317545455,0.294615385,0.210861111,,
2030-04-02 07:00:00,0.4561,0.3305,0.374545455,0.244538462,0.278888889,,
2030-04-02 08:00:00,0.387,0.302090909,0.426909091,0.195153846,0.292472222,,
2030-04-02 09:00:00,0.2588,0.220090909,0.345090909,0.165076923,0.231583333,,
2030-04-02 10:00:00,0.1706,0.164545455,0.254363636,0.174692308,0.184944444,,
2030-04-02 11:00:00,0.1297,0.158363636,0.216090909,0.207307692,0.167083333,,
2030-04-02 12:00:00,0.1213,0.192318182,0.229454545,0.249153846,0.168527778,,
2030-04-02 13:00:00,0.1373,0.257772727,0.277636364,0.281538462,0.185527778,,
2030-04-02 14:00:00,0.173,0.347,0.345272727,0.310923077,0.221027778,,
2030-04-02 15:00:00,0.227,0.474454545,0.457272727,0.359,0.290333333,,
2030-04-02 16:00:00,0.3159,0.621590909,0.637,0.413538462,0.406972222,,
2030-04-02 17:00:00,0.3835,0.678,0.758545455,0.447538462,0.497583333,,
2030-04-02 18:00:00,0.4392,0.692227273,0.826727273,0.480923077,0.562194444,,
2030-04-02 19:00:00,0.4964,0.691590909,0.850727273,0.509923077,0.614083333,,
2030-04-02 20:00:00,0.5562,0.690590909,0.847909091,0.532538462,0.659777778,,
2030-04-02 21:00:00,0.6097,0.694090909,0.837545455,0.529615385,0.699138889,,
2030-04-02 22:00:00,0.653,0.695136364,0.824545455,0.504692308,0.733222222,,
2030-04-02 23:00:00,0.6883,0.693909091,0.809818182,0.485923077,0.754555556,,
2030-04-03 00:00:00,0.7063,0.690636364,0.804363636,0.470538462,0.745583333,,
2030-04-03 01:00:00,0.705,0.679,0.792272727,0.456,0.697,,
2030-04-03 02:00:00,0.7027,0.645227273,0.759727273,0.438384615,0.64,,
2030-04-03 03:00:00,0.7042,0.603,0.693636364,0.409846154,0.576361111,,
2030-04-03 04:00:00,0.6649,0.476681818,0.554727273,0.378461538,0.524027778,,
2030-04-03 05:00:00,0.551,0.336090909,0.504545455,0.424461538,0.599388889,,
2030-04-03 06:00:00,0.6393,0.391590909,0.573454545,0.459307692,0.714944444,,
2030-04-03 07:00:00,0.7819,0.489818182,0.656727273,0.448307692,0.81325,,
2030-04-03 08:00:00,0.761,0.449363636,0.621727273,0.414846154,0.793666667,,
2030-04-03 09:00:00,0.6745,0.383454545,0.520090909,0.384461538,0.71625,,
2030-04-03 10:00:00,0.5632,0.325727273,0.425454545,0.377230769,0.633972222,,
2030-04-03 11:00:00,0.4597,0.304227273,0.378181818,0.387769231,0.572416667,,
2030-04-03 12:00:00,0.3924,0.332681818,0.387636364,0.410538462,0.542083333,,
2030-04-03 13:00:00,0.3691,0.389045455,0.431636364,0.428538462,0.540833333,,
2030-04-03 14:00:00,0.3898,0.448909091,0.486363636,0.445230769,0.568972222,,
2030-04-03 15:00:00,0.4326,0.546181818,0.550909091,0.463769231,0.596722222,,
2030-04-03 16:00:00,0.558,0.701454545,0.687818182,0.496230769,0.702722222,,
2030-04-03 17:00:00,0.6536,0.789909091,0.784454545,0.529384615,0.771722222,,
2030-04-03 18:00:00,0.7109,0.825136364,0.841181818,0.581307692,0.810055556,,
2030-04-03 19:00:00,0.7386,0.823727273,0.864727273,0.629615385,0.830944444,,
