,WSUDAN,NSUDAN,KRT,ESUDAN,CSUDAN
2015-01-03 19:00:00,0.643282609,0.614869565,0.7465,0.611529412,0.668888889
2015-01-03 20:00:00,0.642195652,0.602217391,0.755,0.593529412,0.690666667
2015-01-03 21:00:00,0.641021739,0.587347826,0.7555,0.590117647,0.691777778
2015-01-03 22:00:00,0.639108696,0.574521739,0.7535,0.598058824,0.693555556
2015-01-03 23:00:00,0.637695652,0.564869565,0.7425,0.601294118,0.697666667
2015-01-04 00:00:00,0.629521739,0.556304348,0.7155,0.599705882,0.699888889
2015-01-04 01:00:00,0.617652174,0.54226087,0.68,0.583235294,0.690888889
2015-01-04 02:00:00,0.60476087,0.521043478,0.6525,0.555529412,0.661888889
2015-01-04 03:00:00,0.593673913,0.495391304,0.619,0.522882353,0.638222222
2015-01-04 04:00:00,0.586478261,0.469086957,0.5885,0.494529412,0.603222222
2015-01-04 05:00:00,0.658652174,0.430391304,0.7965,0.538764706,0.732111111
2015-01-04 06:00:00,0.737413043,0.541478261,0.8475,0.539470588,0.726
2015-01-04 07:00:00,0.761021739,0.708347826,0.8125,0.467058824,0.648666667
2015-01-04 08:00:00,0.692543478,0.667217391,0.772,0.395941176,0.553444444
2015-01-04 09:00:00,0.607804348,0.608130435,0.7415,0.338235294,0.461
2015-01-04 10:00:00,0.533891304,0.567695652,0.7285,0.295705882,0.388444444
2015-01-04 11:00:00,0.476804348,0.54926087,0.7165,0.274235294,0.347888889
2015-01-04 12:00:00,0.43773913,0.555173913,0.6985,0.285352941,0.338666667
2015-01-04 13:00:00,0.417869565,0.582565217,0.698,0.335411765,0.356333333
2015-01-04 14:00:00,0.421695652,0.613086957,0.709,0.436647059,0.401555556
2015-01-04 15:00:00,0.455478261,0.614173913,0.686,0.554294118,0.480666667
2015-01-04 16:00:00,0.553391304,0.637869565,0.7245,0.601352941,0.544777778
2015-01-04 17:00:00,0.603673913,0.639217391,0.734,0.602411765,0.552444444
2015-01-04 18:00:00,0.623304348,0.626173913,0.745,0.606176471,0.576222222
2015-01-04 19:00:00,0.635195652,0.60973913,0.752,0.613411765,0.625
2015-01-04 20:00:00,0.642021739,0.592913043,0.753,0.626176471,0.660888889
2015-01-04 21:00:00,0.641543478,0.57726087,0.7415,0.639235294,0.698666667
2015-01-04 22:00:00,0.641782609,0.564086957,0.7175,0.642176471,0.727555556
2015-01-04 23:00:00,0.647086957,0.555347826,0.687,0.637117647,0.739111111
2015-01-05 00:00:00,0.647108696,0.546695652,0.6565,0.619,0.733333333
2015-01-05 01:00:00,0.63923913,0.536521739,0.6375,0.594235294,0.712444444
2015-01-05 02:00:00,0.629565217,0.518043478,0.615,0.561352941,0.685333333
2015-01-05 03:00:00,0.621043478,0.497695652,0.585,0.530235294,0.656888889
2015-01-05 04:00:00,0.610152174,0.475521739,0.585,0.505058824,0.631777778
2015-01-05 05:00:00,0.708695652,0.411913043,0.82,0.527823529,0.753444444
2015-01-05 06:00:00,0.791565217,0.497608696,0.828,0.524470588,0.732444444
2015-01-05 07:00:00,0.801065217,0.678956522,0.759,0.429058824,0.644333333
2015-01-05 08:00:00,0.720630435,0.630434783,0.6745,0.333529412,0.538
2015-01-05 09:00:00,0.612347826,0.515043478,0.593,0.266882353,0.439333333
2015-01-05 10:00:00,0.508804348,0.41473913,0.54,0.229705882,0.367222222
2015-01-05 11:00:00,0.423913043,0.346956522,0.5195,0.221411765,0.328111111
2015-01-05 12:00:00,0.362695652,0.306173913,0.51,0.231588235,0.317111111
2015-01-05 13:00:00,0.323086957,0.285173913,0.5045,0.262882353,0.325
2015-01-05 14:00:00,0.304673913,0.279304348,0.504,0.313941176,0.344
2015-01-05 15:00:00,0.330456522,0.323434783,0.5415,0.404470588,0.424222222
2015-01-05 16:00:00,0.433,0.37773913,0.6245,0.461352941,0.511
2015-01-05 17:00:00,0.485108696,0.398652174,0.6405,0.475294118,0.519666667
2015-01-05 18:00:00,0.497586957,0.397434783,0.6245,0.465529412,0.507555556
2015-01-05 19:00:00,0.49473913,0.384130435,0.5825,0.443058824,0.509111111
2015-01-05 20:00:00,0.482782609,0.365695652,0.5365,0.422,0.520222222
2015-01-05 21:00:00,0.471130435,0.350826087,0.4955,0.407058824,0.536111111
2015-01-05 22:00:00,0.46476087,0.339434783,0.4655,0.403117647,0.533888889
2015-01-05 23:00:00,0.462695652,0.330434783,0.441,0.4,0.535333333
2015-01-06 00:00:00,0.456543478,0.319956522,0.407,0.392941176,0.521222222
2015-01-06 01:00:00,0.449065217,0.305173913,0.3785,0.380411765,0.498222222
2015-01-06 02:00:00,0.440043478,0.284652174,0.376,0.358,0.465222222
2015-01-06 03:00:00,0.428130435,0.261304348,0.3795,0.331294118,0.433666667
2015-01-06 04:00:00,0.411521739,0.231086957,0.346,0.277176471,0.374222222
2015-01-06 05:00:00,0.368456522,0.13626087,0.3535,0.205823529,0.421777778
2015-01-06 06:00:00,0.43423913,0.105434783,0.5095,0.158352941,0.444111111
2015-01-06 07:00:00,0.404891304,0.132521739,0.42,0.112,0.348777778
2015-01-06 08:00:00,0.30826087,0.084956522,0.2945,0.060705882,0.236777778
2015-01-06 09:00:00,0.21173913,0.048086957,0.214,0.034352941,0.145888889
2015-01-06 10:00:00,0.146043478,0.030521739,0.1635,0.024529412,0.090111111
2015-01-06 11:00:00,0.106478261,0.027608696,0.1355,0.029941176,0.068777778
2015-01-06 12:00:00,0.090521739,0.034913043,0.123,0.051352941,0.070222222
2015-01-06 13:00:00,0.093934783,0.050086957,0.1335,0.077823529,0.088777778
2015-01-06 14:00:00,0.114021739,0.077652174,0.1835,0.143941176,0.146
2015-01-06 15:00:00,0.196652174,0.150086957,0.3815,0.271411765,0.329666667
2015-01-06 16:00:00,0.346847826,0.210217391,0.6,0.360235294,0.505888889
2015-01-06 17:00:00,0.43973913,0.227913043,0.681,0.393882353,0.603888889
2015-01-06 18:00:00,0.47276087,0.22273913,0.6615,0.395352941,0.634222222
2015-01-06 19:00:00,0.476652174,0.218869565,0.602,0.385058824,0.634
